date,shop_id,shop_type,city,new_user,total_sales_amount,transactions_count,due_amount,expenses_amount,subscription_purchased,subscription_package,app_sessions
2024-01-25 18:00:00,1191,Grocery,Sylhet,0,19722,40,4990,2311,0,None,3
2024-01-25 19:00:00,1176,Pharmacy,Khulna,0,14835,56,470,3601,1,None,21
2024-01-25 20:00:00,1098,Grocery,Khulna,1,871,14,6674,1500,0,None,23
2024-01-25 21:00:00,1035,Grocery,Khulna,0,977,6,4035,6495,0,None,5
2024-01-25 22:00:00,1095,Restaurant,Chattogram,0,3222,42,6935,1568,0,None,6
2024-01-25 23:00:00,1151,Electronics,Rajshahi,0,18444,40,2899,5892,0,Basic,2
2024-01-26 00:00:00,1150,Grocery,Sylhet,1,19723,31,1446,3281,0,None,8
2024-01-26 01:00:00,1189,Pharmacy,Rajshahi,0,14017,17,4443,1519,0,None,5
2024-01-26 02:00:00,1036,Restaurant,Rajshahi,0,14460,25,4789,1918,0,Basic,22
2024-01-26 03:00:00,1011,Grocery,Khulna,0,1274,32,5030,4089,0,None,17
2024-01-26 04:00:00,1112,Pharmacy,Chattogram,0,10108,12,912,1865,0,None,2
2024-01-26 05:00:00,1182,Restaurant,Dhaka,1,9675,49,4242,1405,0,None,11
2024-01-26 06:00:00,1012,Restaurant,Chattogram,1,13078,13,7541,2723,0,None,4
2024-01-26 07:00:00,1022,Grocery,Rajshahi,0,15320,19,1711,5600,0,Premium,11
2024-01-26 08:00:00,1098,Grocery,Chattogram,0,2186,44,674,6055,0,Standard,9
2024-01-26 09:00:00,1104,Restaurant,Khulna,0,11025,48,1439,4,0,None,6
2024-01-26 10:00:00,1029,Pharmacy,Dhaka,0,9393,25,2734,6177,1,None,24
2024-01-26 11:00:00,1016,Grocery,Khulna,0,17630,31,5613,1168,0,None,2
2024-01-26 12:00:00,1112,Restaurant,Dhaka,0,2376,59,3630,2398,0,None,15
2024-01-26 13:00:00,1061,Grocery,Rajshahi,0,18922,37,5375,2630,0,None,5
2024-01-26 14:00:00,1083,Restaurant,Dhaka,0,10247,25,7103,6608,0,None,12
2024-01-26 15:00:00,1111,Grocery,Dhaka,1,17084,16,685,347,0,None,13
2024-01-26 16:00:00,1085,Electronics,Dhaka,0,18817,57,1126,5861,0,None,17
2024-01-26 17:00:00,1140,Grocery,Chattogram,1,4808,38,4216,4220,1,None,4
2024-01-26 18:00:00,1186,Grocery,Chattogram,1,12106,43,2466,1813,0,None,10
2024-01-26 19:00:00,1018,Grocery,Rajshahi,0,7434,49,2397,3342,0,Standard,1
2024-01-26 20:00:00,1176,Grocery,Dhaka,1,6810,58,7824,6500,1,None,11
2024-01-26 21:00:00,1099,Electronics,Sylhet,0,10724,23,4137,2574,0,None,16
2024-01-26 22:00:00,1139,Electronics,Rajshahi,0,17184,14,3438,3825,0,None,11
2024-01-26 23:00:00,1188,Grocery,Dhaka,0,13611,6,4124,4593,0,None,9
2024-01-27 00:00:00,1146,Pharmacy,Dhaka,1,9380,25,965,5272,0,None,2
2024-01-27 01:00:00,1075,Restaurant,Chattogram,0,15425,23,6011,52,0,None,7
2024-01-27 02:00:00,1008,Electronics,Rajshahi,0,10273,43,6928,148,0,None,19
2024-01-27 03:00:00,1198,Pharmacy,Dhaka,1,4683,12,6096,502,1,None,18
2024-01-27 04:00:00,1027,Grocery,Dhaka,0,6101,13,6157,869,0,Standard,20
2024-01-27 05:00:00,1127,Pharmacy,Rajshahi,0,6329,36,919,3521,0,Standard,7
2024-01-27 06:00:00,1051,Restaurant,Sylhet,1,18338,39,4913,4314,0,None,23
2024-01-27 07:00:00,1082,Grocery,Rajshahi,1,19048,34,2872,3871,0,Premium,9
2024-01-27 08:00:00,1110,Restaurant,Rajshahi,1,10615,6,1508,1300,0,None,12
2024-01-27 09:00:00,1143,Grocery,Sylhet,1,4682,38,1212,2499,0,Basic,3
2024-01-27 10:00:00,1116,Restaurant,Rajshahi,0,9886,50,871,6226,0,None,23
2024-01-27 11:00:00,1068,Grocery,Dhaka,1,7600,52,4390,4033,0,None,22
2024-01-27 12:00:00,1098,Pharmacy,Rajshahi,0,7006,40,3254,3289,0,None,16
2024-01-27 13:00:00,1139,Pharmacy,Sylhet,0,10716,8,863,4833,1,Basic,7
2024-01-27 14:00:00,1024,Restaurant,Khulna,0,7596,8,6691,3853,0,None,23
2024-01-27 15:00:00,1179,Grocery,Rajshahi,0,7538,40,3953,6670,0,None,5
2024-01-27 16:00:00,1122,Pharmacy,Chattogram,1,10150,33,3108,2451,1,Standard,23
2024-01-27 17:00:00,1052,Pharmacy,Dhaka,1,12700,34,3055,4385,0,Standard,7
2024-01-27 18:00:00,1150,Pharmacy,Dhaka,0,11745,44,5133,6563,1,None,19
2024-01-27 19:00:00,1143,Restaurant,Chattogram,0,5441,15,3994,338,0,None,17
2024-01-27 20:00:00,1056,Restaurant,Chattogram,0,4895,36,2682,2824,0,None,16
2024-01-27 21:00:00,1038,Restaurant,Rajshahi,1,11730,57,4690,6854,1,None,21
2024-01-27 22:00:00,1108,Grocery,Chattogram,1,14512,35,5278,1693,0,None,24
2024-01-27 23:00:00,1180,Restaurant,Khulna,0,19172,46,5613,5964,1,None,21
2024-01-28 00:00:00,1041,Pharmacy,Sylhet,0,14518,22,5448,986,1,None,19
2024-01-28 01:00:00,1185,Grocery,Chattogram,0,18366,23,613,5054,1,None,18
2024-01-28 02:00:00,1166,Grocery,Chattogram,0,11524,40,1872,3490,0,None,19
2024-01-28 03:00:00,1141,Grocery,Khulna,1,3418,45,3154,5326,0,None,4
2024-01-28 04:00:00,1121,Restaurant,Dhaka,0,4216,55,7723,2733,0,None,1
2024-01-28 05:00:00,1132,Restaurant,Dhaka,0,3037,51,5699,3767,1,None,4
2024-01-28 06:00:00,1162,Restaurant,Rajshahi,0,16512,22,5679,5384,0,None,4
2024-01-28 07:00:00,1074,Pharmacy,Khulna,0,7234,5,5688,4076,0,None,9
2024-01-28 08:00:00,1145,Pharmacy,Sylhet,1,7509,31,7754,2006,0,None,8
2024-01-28 09:00:00,1075,Grocery,Sylhet,0,14579,13,7189,3107,0,None,2
2024-01-28 10:00:00,1008,Grocery,Khulna,0,4439,28,5251,4468,0,None,23
2024-01-28 11:00:00,1073,Pharmacy,Sylhet,0,12328,58,4560,5607,0,None,6
2024-01-28 12:00:00,1185,Grocery,Dhaka,0,16056,20,5575,3330,1,None,23
2024-01-28 13:00:00,1144,Grocery,Sylhet,0,9811,33,3373,3041,0,None,11
2024-01-28 14:00:00,1006,Pharmacy,Sylhet,1,4350,16,7098,530,1,Standard,4
2024-01-28 15:00:00,1173,Restaurant,Khulna,0,11309,29,7073,923,0,None,14
2024-01-28 16:00:00,1140,Electronics,Khulna,0,1646,23,5386,4118,0,None,21
2024-01-28 17:00:00,1167,Electronics,Sylhet,0,12136,24,6942,6247,0,None,22
2024-01-28 18:00:00,1169,Restaurant,Chattogram,0,11236,34,6538,240,0,Basic,9
2024-01-28 19:00:00,1136,Pharmacy,Khulna,0,6668,7,3191,5100,0,None,2
2024-01-28 20:00:00,1177,Restaurant,Rajshahi,0,14221,38,6389,1896,0,None,1
2024-01-28 21:00:00,1026,Restaurant,Rajshahi,1,4375,37,567,3324,0,None,4
2024-01-28 22:00:00,1121,Grocery,Dhaka,1,15590,4,4133,5261,0,None,12
2024-01-28 23:00:00,1193,Pharmacy,Sylhet,0,5280,34,244,813,0,None,5
2024-01-29 00:00:00,1004,Restaurant,Chattogram,0,15671,42,20,4750,0,None,9
2024-01-29 01:00:00,1028,Grocery,Dhaka,0,15093,22,5229,782,0,Standard,22
2024-01-29 02:00:00,1164,Pharmacy,Sylhet,0,17448,5,5725,6450,0,Standard,4
2024-01-29 03:00:00,1165,Pharmacy,Khulna,1,16209,50,393,4055,0,None,16
2024-01-29 04:00:00,1082,Grocery,Rajshahi,0,6417,42,5529,7,1,Premium,2
2024-01-29 05:00:00,1135,Grocery,Chattogram,0,5872,23,5082,3773,0,None,16
2024-01-29 06:00:00,1108,Grocery,Rajshahi,1,1702,54,5767,5810,0,None,16
2024-01-29 07:00:00,1064,Grocery,Khulna,1,1610,15,3814,4670,0,None,21
2024-01-29 08:00:00,1085,Grocery,Sylhet,0,3970,31,2055,3139,0,None,24
2024-01-29 09:00:00,1144,Restaurant,Khulna,0,10297,59,3515,3789,0,None,24
2024-01-29 10:00:00,1070,Grocery,Khulna,0,4201,9,2375,5007,0,None,22
2024-01-29 11:00:00,1044,Pharmacy,Rajshahi,0,798,43,1910,4051,0,Basic,11
2024-01-29 12:00:00,1131,Grocery,Chattogram,1,11176,58,289,517,0,None,1
2024-01-29 13:00:00,1035,Electronics,Khulna,1,19625,53,5882,3190,0,None,15
2024-01-29 14:00:00,1069,Grocery,Rajshahi,1,6591,25,2558,3102,0,None,24
2024-01-29 15:00:00,1158,Pharmacy,Chattogram,0,16650,25,5007,5637,0,None,4
2024-01-29 16:00:00,1018,Electronics,Sylhet,1,15108,49,360,4578,1,None,18
2024-01-29 17:00:00,1188,Restaurant,Sylhet,0,11790,21,1622,6350,0,None,17
2024-01-29 18:00:00,1107,Grocery,Dhaka,0,16479,9,6859,2716,1,None,7
2024-01-29 19:00:00,1181,Restaurant,Rajshahi,0,2950,55,4314,578,0,None,18
2024-01-29 20:00:00,1166,Pharmacy,Chattogram,0,10116,48,4094,4482,0,None,13
2024-01-29 21:00:00,1090,Pharmacy,Khulna,1,7006,38,2453,4507,0,None,20
2024-01-29 22:00:00,1089,Grocery,Sylhet,0,6629,22,2015,1865,0,Basic,20
2024-01-29 23:00:00,1018,Grocery,Chattogram,0,8323,43,2040,5489,0,None,10
2024-01-30 00:00:00,1038,Restaurant,Rajshahi,0,18215,23,2044,1376,0,None,1
2024-01-30 01:00:00,1125,Pharmacy,Dhaka,0,6652,49,2800,6063,0,None,2
2024-01-30 02:00:00,1194,Pharmacy,Sylhet,0,17358,4,2970,5455,0,None,17
2024-01-30 03:00:00,1172,Restaurant,Chattogram,0,15656,29,831,2938,0,None,22
2024-01-30 04:00:00,1140,Restaurant,Chattogram,1,4219,15,1793,905,0,None,3
2024-01-30 05:00:00,1125,Grocery,Chattogram,0,12619,1,3692,5408,0,None,17
2024-01-30 06:00:00,1057,Restaurant,Rajshahi,0,1129,54,1791,5058,0,None,12
2024-01-30 07:00:00,1147,Grocery,Rajshahi,0,19596,30,2841,964,0,None,24
2024-01-30 08:00:00,1199,Restaurant,Rajshahi,1,6464,29,5339,6283,0,None,12
2024-01-30 09:00:00,1060,Restaurant,Khulna,0,8173,20,4690,1976,1,None,20
2024-01-30 10:00:00,1126,Electronics,Chattogram,0,9897,33,2154,6443,1,Premium,10
2024-01-30 11:00:00,1104,Grocery,Sylhet,0,11336,41,580,5132,0,Basic,7
2024-01-30 12:00:00,1166,Grocery,Rajshahi,0,19403,44,6752,4759,0,None,10
2024-01-30 13:00:00,1000,Grocery,Rajshahi,0,1384,36,5843,4920,0,None,18
2024-01-30 14:00:00,1130,Grocery,Chattogram,1,17111,22,7453,1887,0,Basic,22
2024-01-30 15:00:00,1091,Grocery,Rajshahi,0,1116,13,7916,2447,0,None,6
2024-01-30 16:00:00,1189,Electronics,Khulna,0,3774,7,6151,991,0,Basic,7
2024-01-30 17:00:00,1190,Grocery,Khulna,1,3519,8,2853,5228,0,None,17
2024-01-30 18:00:00,1112,Grocery,Rajshahi,0,17990,28,2236,3556,0,Standard,12
2024-01-30 19:00:00,1152,Restaurant,Chattogram,0,17825,45,4176,3959,0,Basic,17
2024-01-30 20:00:00,1055,Pharmacy,Chattogram,0,5406,43,2155,6292,0,None,18
2024-01-30 21:00:00,1160,Restaurant,Chattogram,0,19717,9,1344,5835,0,None,14
2024-01-30 22:00:00,1165,Grocery,Dhaka,0,17382,25,5698,6450,0,None,11
2024-01-30 23:00:00,1116,Pharmacy,Rajshahi,0,18107,56,6829,3604,0,None,2
2024-01-31 00:00:00,1133,Grocery,Chattogram,1,5128,16,345,1083,0,None,21
2024-01-31 01:00:00,1057,Grocery,Khulna,1,16305,10,1886,434,1,None,1
2024-01-31 02:00:00,1043,Electronics,Sylhet,0,3088,11,6471,20,0,None,11
2024-01-31 03:00:00,1172,Grocery,Sylhet,0,2890,31,554,2922,0,None,2
2024-01-31 04:00:00,1159,Pharmacy,Chattogram,0,4291,12,3770,6525,0,Basic,16
2024-01-31 05:00:00,1172,Pharmacy,Sylhet,1,14160,31,4397,6388,0,None,22
2024-01-31 06:00:00,1060,Grocery,Sylhet,0,890,14,199,1925,0,None,3
2024-01-31 07:00:00,1046,Electronics,Dhaka,0,1695,51,2940,1472,0,None,20
2024-01-31 08:00:00,1148,Grocery,Khulna,1,11285,44,3490,1099,0,None,1
2024-01-31 09:00:00,1079,Restaurant,Khulna,1,17476,32,5158,6841,0,None,21
2024-01-31 10:00:00,1117,Electronics,Dhaka,1,10920,50,7899,2637,1,Standard,20
2024-01-31 11:00:00,1163,Pharmacy,Dhaka,0,6073,53,306,389,0,None,8
2024-01-31 12:00:00,1146,Electronics,Sylhet,1,4703,17,3075,3413,0,None,19
2024-01-31 13:00:00,1019,Grocery,Rajshahi,1,11920,35,1656,2615,0,None,1
2024-01-31 14:00:00,1184,Pharmacy,Sylhet,0,14164,1,5967,1354,0,None,5
2024-01-31 15:00:00,1145,Grocery,Dhaka,0,1097,29,7244,6402,0,Basic,1
2024-01-31 16:00:00,1046,Restaurant,Khulna,0,17294,51,6611,4521,0,None,11
2024-01-31 17:00:00,1048,Electronics,Sylhet,1,3895,4,6322,5821,1,None,21
2024-01-31 18:00:00,1013,Grocery,Rajshahi,0,2886,23,2692,5125,0,None,9
2024-01-31 19:00:00,1142,Restaurant,Sylhet,0,5978,28,5942,5,1,Premium,5
2024-01-31 20:00:00,1158,Grocery,Chattogram,0,15350,16,1764,190,0,None,2
2024-01-31 21:00:00,1000,Pharmacy,Sylhet,1,16999,12,275,147,1,Basic,13
2024-01-31 22:00:00,1116,Pharmacy,Dhaka,0,9863,53,5271,4500,0,None,18
2024-01-31 23:00:00,1053,Electronics,Khulna,0,4380,21,7331,4353,0,None,12
2024-02-01 00:00:00,1117,Restaurant,Khulna,0,4462,45,3361,6873,0,None,14
2024-02-01 01:00:00,1002,Grocery,Dhaka,1,2715,17,1401,3550,0,None,5
2024-02-01 02:00:00,1143,Grocery,Chattogram,0,11436,40,6764,6233,0,None,24
2024-02-01 03:00:00,1184,Grocery,Dhaka,0,14304,13,4733,4919,0,None,10
2024-02-01 04:00:00,1011,Grocery,Sylhet,1,6816,52,1775,4105,0,None,20
2024-02-01 05:00:00,1073,Grocery,Dhaka,0,17576,58,3381,1110,0,Basic,2
2024-02-01 06:00:00,1015,Electronics,Dhaka,1,4570,32,5025,3833,0,None,4
2024-02-01 07:00:00,1199,Pharmacy,Chattogram,0,18357,37,4050,4933,0,None,12
2024-02-01 08:00:00,1101,Pharmacy,Sylhet,0,4016,50,3460,5083,0,None,11
2024-02-01 09:00:00,1151,Grocery,Rajshahi,0,1956,15,1880,624,0,None,4
2024-02-01 10:00:00,1155,Electronics,Rajshahi,0,2573,12,7825,4125,0,None,11
2024-02-01 11:00:00,1116,Restaurant,Khulna,0,2776,49,3835,2175,0,None,9
2024-02-01 12:00:00,1007,Grocery,Dhaka,0,4384,57,4278,3149,0,None,10
2024-02-01 13:00:00,1121,Restaurant,Khulna,1,2597,15,1844,6564,0,None,6
2024-02-01 14:00:00,1091,Pharmacy,Chattogram,0,12874,34,3377,1078,0,None,15
2024-02-01 15:00:00,1163,Grocery,Rajshahi,0,10526,6,71,3551,1,Basic,10
2024-02-01 16:00:00,1089,Pharmacy,Dhaka,0,10746,17,7386,2352,0,None,22
2024-02-01 17:00:00,1135,Pharmacy,Chattogram,1,4735,48,6862,545,0,None,21
2024-02-01 18:00:00,1185,Grocery,Chattogram,0,14799,49,7340,5224,0,None,6
2024-02-01 19:00:00,1059,Electronics,Dhaka,0,9368,57,1676,1195,1,None,1
2024-02-01 20:00:00,1177,Restaurant,Chattogram,0,17318,20,1295,5618,0,None,21
2024-02-01 21:00:00,1027,Restaurant,Dhaka,0,832,9,6869,2069,0,None,22
2024-02-01 22:00:00,1100,Pharmacy,Dhaka,0,13480,59,7635,3358,0,Basic,24
2024-02-01 23:00:00,1040,Pharmacy,Sylhet,1,14946,5,6412,2438,0,Standard,20
2024-02-02 00:00:00,1191,Restaurant,Khulna,0,4468,23,1043,616,0,None,21
2024-02-02 01:00:00,1154,Pharmacy,Chattogram,1,19485,33,2625,4244,0,None,4
2024-02-02 02:00:00,1190,Grocery,Chattogram,0,18247,38,3042,3343,0,None,23
2024-02-02 03:00:00,1144,Pharmacy,Sylhet,0,15521,56,814,1811,1,None,22
2024-02-02 04:00:00,1160,Restaurant,Sylhet,1,10407,14,5622,6442,0,None,14
2024-02-02 05:00:00,1156,Pharmacy,Sylhet,0,5791,17,2194,171,0,Standard,20
2024-02-02 06:00:00,1140,Grocery,Rajshahi,1,16426,57,3500,4142,0,None,22
2024-02-02 07:00:00,1045,Restaurant,Rajshahi,0,1254,19,7332,625,0,None,20
2024-02-02 08:00:00,1034,Grocery,Rajshahi,1,8772,33,7033,5906,1,Basic,8
2024-02-02 09:00:00,1133,Grocery,Dhaka,0,13779,1,309,4063,1,None,11
2024-02-02 10:00:00,1081,Grocery,Chattogram,0,19666,13,6661,2254,1,None,15
2024-02-02 11:00:00,1114,Grocery,Khulna,0,10783,46,2061,452,1,None,19
2024-02-02 12:00:00,1196,Restaurant,Dhaka,0,8207,27,4227,1418,0,None,8
2024-02-02 13:00:00,1046,Pharmacy,Chattogram,0,16103,6,1877,753,0,None,13
2024-02-02 14:00:00,1152,Grocery,Chattogram,0,9984,59,2802,3372,0,None,18
2024-02-02 15:00:00,1193,Electronics,Sylhet,0,4461,6,2486,6851,0,None,22
2024-02-02 16:00:00,1009,Electronics,Sylhet,0,2589,33,6886,5104,1,Premium,24
2024-02-02 17:00:00,1055,Electronics,Dhaka,1,14139,30,4835,2723,0,None,17
2024-02-02 18:00:00,1029,Grocery,Sylhet,0,11419,46,3745,6998,0,None,6
2024-02-02 19:00:00,1108,Pharmacy,Chattogram,0,9599,35,794,6926,1,None,15
2024-02-02 20:00:00,1004,Electronics,Sylhet,0,744,23,6406,5229,0,None,13
2024-02-02 21:00:00,1118,Restaurant,Rajshahi,0,2439,10,6786,6827,1,None,18
2024-02-02 22:00:00,1032,Grocery,Sylhet,0,10759,51,4014,3010,0,Standard,11
2024-02-02 23:00:00,1117,Grocery,Chattogram,0,2827,19,7392,2911,0,Basic,13
2024-02-03 00:00:00,1064,Pharmacy,Dhaka,1,6818,51,4353,1225,0,None,1
2024-02-03 01:00:00,1145,Electronics,Khulna,1,12323,28,5353,167,0,Basic,18
2024-02-03 02:00:00,1176,Pharmacy,Sylhet,0,6980,23,3407,3685,0,None,5
2024-02-03 03:00:00,1010,Pharmacy,Chattogram,0,8215,4,2456,85,0,None,6
2024-02-03 04:00:00,1084,Grocery,Khulna,0,3330,20,1851,1677,1,None,1
2024-02-03 05:00:00,1025,Restaurant,Khulna,0,16680,19,974,1982,0,Basic,7
2024-02-03 06:00:00,1062,Restaurant,Rajshahi,0,15031,42,1047,4944,0,None,4
2024-02-03 07:00:00,1085,Grocery,Khulna,0,2908,27,4366,1486,0,None,9
2024-02-03 08:00:00,1058,Restaurant,Chattogram,0,5597,57,5214,441,1,None,15
2024-02-03 09:00:00,1026,Electronics,Chattogram,0,11728,34,4237,270,0,None,6
2024-02-03 10:00:00,1176,Grocery,Sylhet,0,17040,4,7861,5696,0,None,17
2024-02-03 11:00:00,1160,Pharmacy,Sylhet,1,6114,56,3789,343,0,None,20
2024-02-03 12:00:00,1097,Grocery,Sylhet,0,4568,38,4997,1206,0,None,18
2024-02-03 13:00:00,1104,Restaurant,Khulna,1,11379,7,3021,6646,1,None,22
2024-02-03 14:00:00,1098,Pharmacy,Khulna,1,12276,48,7248,3081,0,None,4
2024-02-03 15:00:00,1128,Restaurant,Rajshahi,0,18521,7,4369,6637,0,Standard,9
2024-02-03 16:00:00,1148,Restaurant,Sylhet,0,14148,50,6419,1257,1,None,14
2024-02-03 17:00:00,1054,Grocery,Dhaka,0,17730,52,4029,2291,0,None,3
2024-02-03 18:00:00,1005,Electronics,Rajshahi,1,14024,26,464,1532,0,None,1
2024-02-03 19:00:00,1196,Pharmacy,Dhaka,1,4499,26,5327,3422,0,None,11
2024-02-03 20:00:00,1094,Grocery,Khulna,0,14320,54,5415,4362,0,Standard,1
2024-02-03 21:00:00,1132,Restaurant,Rajshahi,0,8318,19,7206,1653,0,None,12
2024-02-03 22:00:00,1101,Restaurant,Rajshahi,1,10956,9,287,4988,1,None,9
2024-02-03 23:00:00,1002,Grocery,Chattogram,0,8153,20,3195,6344,0,Basic,5
2024-02-04 00:00:00,1180,Electronics,Khulna,1,4984,42,875,238,0,Basic,15
2024-02-04 01:00:00,1022,Electronics,Khulna,1,15385,45,1992,914,0,None,18
2024-02-04 02:00:00,1052,Grocery,Rajshahi,0,9224,50,7450,1438,0,None,9
2024-02-04 03:00:00,1164,Electronics,Khulna,0,14874,16,2925,3016,0,None,13
2024-02-04 04:00:00,1082,Grocery,Rajshahi,0,18045,54,6323,6627,0,None,13
2024-02-04 05:00:00,1144,Grocery,Chattogram,0,11908,17,1120,1460,0,Standard,24
2024-02-04 06:00:00,1084,Grocery,Rajshahi,0,1359,22,5310,6389,0,None,13
2024-02-04 07:00:00,1077,Electronics,Khulna,1,586,13,7241,5977,0,None,10
2024-02-04 08:00:00,1109,Restaurant,Khulna,1,7392,12,446,3079,0,None,10
2024-02-04 09:00:00,1000,Grocery,Rajshahi,1,10945,10,2832,6295,0,None,22
2024-02-04 10:00:00,1050,Pharmacy,Rajshahi,0,10110,1,3568,5511,0,None,7
2024-02-04 11:00:00,1172,Restaurant,Rajshahi,1,3609,32,6704,2258,0,None,22
2024-02-04 12:00:00,1003,Grocery,Sylhet,1,17273,30,6627,366,0,None,5
2024-02-04 13:00:00,1189,Electronics,Khulna,0,13380,8,2896,2991,0,None,20
2024-02-04 14:00:00,1192,Restaurant,Khulna,0,17536,21,721,3741,0,None,7
2024-02-04 15:00:00,1112,Pharmacy,Sylhet,0,6342,22,2163,5689,0,Basic,20
2024-02-04 16:00:00,1031,Electronics,Rajshahi,1,6167,18,2582,85,0,Standard,10
2024-02-04 17:00:00,1033,Pharmacy,Chattogram,0,7405,2,7265,5832,0,None,10
2024-02-04 18:00:00,1091,Electronics,Rajshahi,1,16206,48,1351,5753,0,None,21
2024-02-04 19:00:00,1094,Restaurant,Rajshahi,0,12309,44,3980,6137,0,None,24
2024-02-04 20:00:00,1071,Restaurant,Sylhet,1,13234,9,4502,2493,0,None,13
2024-02-04 21:00:00,1038,Grocery,Khulna,0,2684,3,3384,4715,1,Premium,15
2024-02-04 22:00:00,1153,Electronics,Rajshahi,0,2054,54,1725,6447,0,None,6
2024-02-04 23:00:00,1161,Pharmacy,Khulna,0,11831,26,693,131,0,None,20
2024-02-05 00:00:00,1181,Grocery,Dhaka,0,19815,21,7315,903,0,Standard,12
2024-02-05 01:00:00,1117,Grocery,Khulna,1,2797,30,3413,3456,0,None,19
2024-02-05 02:00:00,1002,Pharmacy,Chattogram,0,8029,28,494,5083,1,None,11
2024-02-05 03:00:00,1122,Pharmacy,Chattogram,0,8386,36,947,1221,0,Premium,6
2024-02-05 04:00:00,1049,Restaurant,Rajshahi,0,4183,26,22,6190,0,None,1
2024-02-05 05:00:00,1011,Electronics,Khulna,0,6884,34,1128,1763,0,None,2
2024-02-05 06:00:00,1192,Grocery,Rajshahi,0,10583,8,5794,2804,0,None,23
2024-02-05 07:00:00,1053,Restaurant,Sylhet,0,17240,10,7746,1226,0,None,15
2024-02-05 08:00:00,1132,Grocery,Chattogram,1,12204,48,7969,1284,0,None,4
2024-02-05 09:00:00,1056,Electronics,Rajshahi,0,12303,55,7968,689,0,None,5
2024-02-05 10:00:00,1144,Restaurant,Sylhet,1,6512,43,557,5143,0,None,15
2024-02-05 11:00:00,1111,Pharmacy,Rajshahi,1,8138,50,1616,4782,0,None,11
2024-02-05 12:00:00,1046,Restaurant,Khulna,0,10154,54,5036,4881,0,None,10
2024-02-05 13:00:00,1150,Grocery,Khulna,0,19869,14,3730,4435,0,None,17
2024-02-05 14:00:00,1084,Pharmacy,Khulna,0,9977,40,5341,4507,0,Standard,2
2024-02-05 15:00:00,1141,Restaurant,Khulna,1,3763,55,6998,1996,0,None,20
2024-02-05 16:00:00,1065,Pharmacy,Dhaka,1,5241,15,7182,4381,1,None,24
2024-02-05 17:00:00,1074,Grocery,Sylhet,0,11492,17,7034,1109,1,None,10
2024-02-05 18:00:00,1178,Pharmacy,Sylhet,1,8226,53,1656,4945,0,Basic,20
2024-02-05 19:00:00,1102,Restaurant,Khulna,0,14123,18,4173,429,0,None,3
2024-02-05 20:00:00,1165,Grocery,Dhaka,1,19828,32,5441,5700,1,None,19
2024-02-05 21:00:00,1191,Grocery,Khulna,1,17624,38,806,4126,0,None,5
2024-02-05 22:00:00,1037,Restaurant,Dhaka,0,18857,23,3312,3781,0,None,3
2024-02-05 23:00:00,1049,Restaurant,Khulna,0,3829,46,5137,602,0,None,8
2024-02-06 00:00:00,1097,Grocery,Chattogram,0,2314,23,4863,439,0,None,5
2024-02-06 01:00:00,1081,Grocery,Chattogram,0,1877,35,453,984,0,Standard,12
2024-02-06 02:00:00,1029,Grocery,Rajshahi,1,3294,39,7610,5468,0,None,14
2024-02-06 03:00:00,1078,Grocery,Khulna,0,2484,15,2975,1918,0,Basic,7
2024-02-06 04:00:00,1090,Pharmacy,Sylhet,0,5252,53,2324,4507,0,Standard,11
2024-02-06 05:00:00,1178,Restaurant,Rajshahi,0,18173,24,1447,527,0,Standard,8
2024-02-06 06:00:00,1190,Restaurant,Chattogram,1,19104,28,5595,4405,0,Standard,5
2024-02-06 07:00:00,1051,Restaurant,Khulna,0,12247,16,5146,2996,0,Basic,8
2024-02-06 08:00:00,1165,Grocery,Rajshahi,0,894,16,2561,3467,0,None,12
2024-02-06 09:00:00,1078,Restaurant,Khulna,0,15788,40,5984,5907,1,None,15
2024-02-06 10:00:00,1029,Pharmacy,Chattogram,1,13255,39,2511,1361,1,None,19
2024-02-06 11:00:00,1105,Electronics,Rajshahi,1,16280,6,6950,6817,1,Basic,16
2024-02-06 12:00:00,1050,Restaurant,Chattogram,0,6904,2,2871,6134,0,None,14
2024-02-06 13:00:00,1080,Grocery,Dhaka,0,7568,54,362,6580,0,None,7
2024-02-06 14:00:00,1132,Restaurant,Chattogram,0,2171,13,3454,703,0,None,8
2024-02-06 15:00:00,1028,Grocery,Khulna,0,14793,44,2798,662,0,Basic,7
2024-02-06 16:00:00,1131,Restaurant,Sylhet,0,8255,47,4620,364,0,None,18
2024-02-06 17:00:00,1137,Grocery,Chattogram,1,11641,59,3453,922,0,None,24
2024-02-06 18:00:00,1183,Grocery,Sylhet,0,14877,9,3255,6256,0,None,6
2024-02-06 19:00:00,1144,Electronics,Dhaka,1,2068,34,1217,3856,0,None,19
2024-02-06 20:00:00,1073,Grocery,Rajshahi,0,18255,17,1485,175,0,None,4
2024-02-06 21:00:00,1016,Restaurant,Rajshahi,1,1928,27,2103,5268,0,None,23
2024-02-06 22:00:00,1083,Grocery,Sylhet,1,7832,29,5349,5297,0,None,3
2024-02-06 23:00:00,1068,Restaurant,Rajshahi,0,12243,37,2536,935,0,Premium,17
2024-02-07 00:00:00,1033,Restaurant,Chattogram,0,6603,43,7195,381,1,None,22
2024-02-07 01:00:00,1005,Pharmacy,Sylhet,0,15932,22,1855,5378,0,None,19
2024-02-07 02:00:00,1052,Grocery,Khulna,0,18726,51,7750,5308,0,None,15
